composition,Eg (eV),Classified,Compound,Number of Elements,Elements+Coeff,At no_sum,At no_wt_avg,At no_maximum,At no_minimum,At wt_sum,At wt_wt_avg,At wt_maximum,At wt_minimum,At Rad_sum,At Rad_wt_avg,At Rad_maximum,At Rad_minimum,Cov Rad_sum,Cov Rad_wt_avg,Cov Rad_maximum,Cov Rad_minimum,Ion Rad_sum,Ion Rad_wt_avg,Ion Rad_maximum,Ion Rad_minimum,No of val e-_sum,No of val e-_wt_avg,No of val e-_maximum,No of val e-_minimum,s e-_sum,s e-_wt_avg,s e-_maximum,s e-_minimum,p e-_sum,p e-_wt_avg,p e-_maximum,p e-_minimum,d e-_sum,d e-_wt_avg,d e-_maximum,d e-_minimum,outer shell e-_sum,outer shell e-_wt_avg,outer shell e-_maximum,outer shell e-_minimum,first IE_sum,first IE_wt_avg,first IE_maximum,first IE_minimum,polarizability_sum,polarizability_wt_avg,polarizability_maximum,polarizability_minimum,MP_sum,MP_wt_avg,MP_maximum,MP_minimum,BP_sum,BP_wt_avg,BP_maximum,BP_minimum,density_sum,density_wt_avg,density_maximum,density_minimum,specific heat_sum,specific heat_wt_avg,specific heat_maximum,specific heat_minimum,heat fusion_sum,heat fusion_wt_avg,heat fusion_maximum,heat fusion_minimum,heat vap_sum,heat vap_wt_avg,heat vap_maximum,heat vap_minimum,ther cond_sum,ther cond_wt_avg,ther cond_maximum,ther cond_minimum
Cs3Sn3F2Cl7,2.96,1,Cs3Sn3F2Cl7,4,"[['Cs', '3'], ['Sn', '3'], ['F', '2'], ['Cl', '7']]",0.399350649,0.34487667,0.574712644,0.148148148,0.436070338,0.400535842,0.537345121,0.506495694,0.472987872,0.371393543,1,0,0.530529172,0.473956262,1,0.18705036,0.814528594,0.740193058,0.802030457,0.413173653,0.45,0.425287356,0.666666667,0,0.533333333,0.536421725,0.7,0.3,0.578431373,0.543832693,0.793103448,0.208333333,0.380952381,0.278787879,0.625,0,0.515151515,0.381818182,0.352941176,0,0.741599132,0.585183179,1,0,0.455907781,0.29720503,1,0,0.115409476,0.072341045,0.116606823,0.02184898,0.229314864,0.165021121,0.44317333,0.013585306,0.163503595,0.132514899,0.305028034,0.000174449,0.07654229,0.025146256,0.044187531,0.157625384,0.067775709,0.047305973,0.062859333,0.000803536,0.178775012,0.11475731,0.356437278,0.004865844,0.106057603,0.071776826,0.155717548,0
Cs1.13Cd1.13Bi2.87Se6,1,1,Cs1.13Cd1.13Bi2.87Se6,4,"[['Cs', '1.13'], ['Cd', '1.13'], ['Bi', '2.87'], ['Se', '6']]",0.688311688,0.614705834,0.896551724,0.611111111,0.702456131,0.643494367,0.872155627,0.766280424,0.628445424,0.410302731,1,0.429577465,0.685210312,0.536259532,1,0.64028777,0.608964451,0.350014772,0.730964467,0.299401198,0.6,0.66006754,0.833333333,0,0.755555556,0.75750282,0.8,0.7,0.823529412,0.750047455,0.896551724,0.666666667,0.761904762,0.598968118,0.9375,0.5,0.363636364,0.348035612,0.294117647,0,0.456613396,0.368516622,0.295142857,0,0.509057225,0.213796442,1,0.191328286,0.221332223,0.154841714,0.139666394,0.123265306,0.269169692,0.227706495,0.253445183,0.195792802,0.457966001,0.46111962,0.418972689,0.219905162,0.031511151,0.010289608,0.008511242,0.060388946,0.140040202,0.097755736,0.098217708,0.037565287,0.168330325,0.10747109,0.187404774,0.044085929,0.144661736,0.054815155,0.22316711,0.003407536
AgI,3.02,1,AgI,2,"[['Ag', 1], ['I', 1]]",0.298701299,0.6121673,0.551724138,0.851851852,0.35247665,0.624911997,0.510934526,0.891525737,0.159867696,0.415202289,0.369668246,0.514084507,0.18046133,0.534791252,0.377358491,0.776978417,0.499227202,0.873485315,1,0.754491018,0.3,0.517241379,1,0,0.266666667,0.753194888,0.6,0.8,0.392156863,0.775501494,0.75862069,0.75,0.380952381,0.696969697,0.625,1,0.181818182,0.272727273,0.352941176,0,0.131586256,0.353334107,0.226857143,0.499929647,0.062371346,0.120010935,0.083465399,0.268754301,0.224520415,0.3165086,0.30543972,0.295020408,0.200664363,0.364585732,0.359758369,0.265233013,0.307101097,0.648013716,0.450623983,0.730505242,0.018150849,0.017150627,0.01617136,0.17604913,0.107052571,0.145999052,0.102242238,0.15287264,0.130197554,0.209215775,0.306995937,0.035285998,0.443259451,0.75057899,1,0.002934174
PtSb2,0.11,1,PtSb2,2,"[['Pt', 1], ['Sb', '2']]",0.392857143,0.746709564,0.83908046,0.925925926,0.448698957,0.759632816,0.810979241,0.95169922,0.192943771,0.452799346,0.426540284,0.64084507,0.168249661,0.510934394,0.339622642,0.755395683,0.178516229,0.30021565,0.269035533,0.374251497,0.45,0.747126437,0.833333333,0.8,0.311111111,0.845047923,0.7,0.9,0.431372549,0.834400341,0.793103448,0.875,0.466666667,0.801515152,0.90625,1,0.121212121,0.242424242,0.235294118,0,0.157716681,0.400479709,0.227619048,0.644435064,0.064429807,0.123838163,0.064976228,0.346180317,0.341410164,0.418626274,0.51495742,0.368934694,0.345622068,0.525860222,0.661433393,0.397890514,0.523036619,0.903210344,0.94574064,0.782484249,0.000904881,0.004246108,0.000425562,0.071647902,0.232775524,0.309404187,0.184074358,0.390920048,0.273550126,0.31846993,0.606399187,0.114830472,0.097780713,0.138251961,0.165020936,0.159950157
Hg0.1Zn0.9Te,1.83,1,Hg0.1Zn0.9Te,3,"[['Hg', '0.1'], ['Zn', '0.9'], ['Te', 1]]",0.5,0.524714829,0.862068966,0.537037037,0.538681883,0.558835114,0.835229091,0.707488147,0.331863286,0.385533306,0.398104265,0.570422535,0.327001357,0.466202783,0.333333333,0.654676259,0.386398764,0.387194496,0.401015228,0.443113772,0.4,0.517241379,0.833333333,0.2,0.511111111,0.720127796,0.8,0.7,0.558823529,0.661630388,0.793103448,0.5,0.571428571,0.557575758,0.9375,0.5,0.242424242,0.272727273,0.294117647,0.2,0.465247797,0.520798999,0.359428571,0.746728577,0.086043639,0.101148168,0.049128368,0.260151411,0.148561716,0.161965648,0.165157645,0.095628571,0.10905818,0.144494136,0.132048246,0.091872153,0.469422296,0.477061155,0.588307108,0.545534905,0.02155746,0.012843852,0.013263352,0.07778915,0.156873143,0.187780045,0.161556152,0.042788268,0.105336757,0.120771936,0.135347892,0.082046415,0.135166063,0.194924417,0.278987438,0.01994185
TlBiTe3,0.5,1,TlBiTe3,3,"[['Tl', 1], ['Bi', 1], ['Te', '3']]",0.675324675,0.80052647,0.896551724,0.944444444,0.711492612,0.82058209,0.872155627,0.977014126,0.316427784,0.383816919,0.327014218,0.570422535,0.379918589,0.531212724,0.396226415,0.769784173,0.505409583,0.510885192,0.644670051,0.580838323,0.6,0.724137931,0.833333333,0.4,0.6,0.896485623,0.8,0.9,0.715686275,0.897225779,0.896551724,0.916666667,0.761904762,0.836363636,0.9375,1,0.363636364,0.381818182,0.294117647,0.4,0.308515741,0.418801501,0.359428571,0.300548755,0.109715932,0.113121925,0.078182779,0.285960083,0.17142045,0.141691785,0.135020333,0.157877551,0.222834477,0.186561395,0.253445183,0.091872153,0.487521157,0.54912108,0.509404956,0.545534905,0.00686645,0.003251684,0,0.060388946,0.190415706,0.209325867,0.161556152,0.081357975,0.178703821,0.140599111,0.19055358,0.082046415,0.058644534,0.043846309,0.106874762,0.01994185
CuCl,3.24,1,CuCl,2,"[['Cu', 1], ['Cl', 1]]",0.123376623,0.248903188,0.275862069,0.296296296,0.193278559,0.307478408,0.232089989,0.57778424,0.098125689,0.277891295,0.274881517,0.26056338,0.112618725,0.385685885,0.295597484,0.510791367,0.357032457,0.613678373,0.802030457,0.437125749,0.25,0.431034483,0.666666667,0.2,0.133333333,0.422523962,0.3,0.5,0.215686275,0.422108408,0.379310345,0.458333333,0.095238095,0.174242424,0.3125,0,0.181818182,0.272727273,0.352941176,0,0.231639274,0.557752073,0.590571429,0.520191361,0.042404282,0.088190268,0.086106709,0.093255334,0.174036583,0.244932245,0.337160212,0.070273469,0.161125267,0.30010689,0.435722321,0.045980225,0.158953674,0.339778224,0.379182492,0.000327811,0.028690052,0.025686579,0.019646783,0.328556807,0.089171425,0.122822908,0.118627827,0.060265167,0.148061326,0.236453718,0.36515998,0.016857907,0.411909209,0.697493077,0.930224591,0
Pb0.92Sn0.08Se,0.06,1,Pb0.92Sn0.08Se,3,"[['Pb', '0.92'], ['Sn', '0.08'], ['Se', 1]]",0.512987013,0.702579702,0.885057471,0.611111111,0.551919666,0.728502463,0.864320109,0.766280424,0.294377067,0.357041275,0.317535545,0.429577465,0.344640434,0.47944334,0.383647799,0.64028777,0.332302937,0.362343397,0.487309645,0.299401198,0.6,0.689655172,0.833333333,0.6,0.511111111,0.799488818,0.8,0.7,0.598039216,0.785710627,0.862068966,0.666666667,0.571428571,0.683030303,0.9375,0.5,0.363636364,0.363636364,0.294117647,0.6,0.324673685,0.382038248,0.295142857,0.468411425,0.104569782,0.102230727,0.083465399,0.191328286,0.181809496,0.170203192,0.141319419,0.2,0.337270075,0.295738137,0.44317333,0.197117275,0.427633826,0.598930162,0.488605534,0.524462335,0.018204077,0.008149078,0.008511242,0.065506653,0.096138906,0.075866441,0.062859333,0.09140217,0.242455061,0.16032456,0.356437278,0.044085929,0.105525557,0.066308344,0.155717548,0.003407536
CdSe,1.75,1,CdSe,2,"[['Cd', 1], ['Se', 1]]",0.24025974,0.491079263,0.494252874,0.611111111,0.301587197,0.523440796,0.44714787,0.766280424,0.142227122,0.375970576,0.3507109,0.429577465,0.153324288,0.475149105,0.371069182,0.64028777,0.191653787,0.311511604,0.375634518,0.299401198,0.3,0.517241379,0.833333333,0.2,0.244444444,0.698083067,0.6,0.7,0.323529412,0.638070849,0.586206897,0.666666667,0.285714286,0.522727273,0.625,0.5,0.181818182,0.272727273,0.294117647,0.2,0.18420056,0.460830206,0.295142857,0.692275222,0.046932894,0.095407326,0.067617538,0.191328286,0.12147683,0.170412631,0.139666394,0.2,0.091772084,0.187008382,0.105878847,0.197117275,0.236638724,0.50140972,0.362090794,0.524462335,0.012136052,0.012279099,0.008511242,0.170931423,0.060006659,0.085021818,0.052414718,0.104057855,0.054425263,0.093681309,0.111325546,0.044085929,0.09934616,0.168224592,0.22316711,0.003407536
Cu3SbS4,0.75,1,Cu3SbS4,3,"[['Cu', '3'], ['Sb', 1], ['S', '4']]",0.285714286,0.279175197,0.528735632,0.277777778,0.332070448,0.333584144,0.488280193,0.563111299,0.253583241,0.290151206,0.274881517,0.316901408,0.305291723,0.399850895,0.339622642,0.532374101,0.251931994,0.209142021,0.269035533,0.221556886,0.55,0.581896552,0.833333333,0.2,0.355555556,0.463857827,0.6,0.5,0.411764706,0.446649595,0.689655172,0.416666667,0.285714286,0.21780303,0.625,0,0.303030303,0.272727273,0.294117647,0,0.37862102,0.439400622,0.351028571,0.520191361,0.093865788,0.09311099,0.086106709,0.136269787,0.306150155,0.262113095,0.337160212,0.158514286,0.312456049,0.325203388,0.435722321,0.146624171,0.322660432,0.394788633,0.379182492,0.229095144,0.051791132,0.03356509,0.035747216,0.147389969,0.202377576,0.124561118,0.184074358,0.030333467,0.181917571,0.190964105,0.36515998,0.016133207,0.436828759,0.533904069,0.930224591,0.001307411
GaAs,1.46,1,GaAs,2,"[['Ga', 1], ['As', 1]]",0.181818182,0.369991226,0.32183908,0.555555556,0.246799411,0.414196498,0.282154663,0.72626095,0.126791621,0.341642828,0.232227488,0.507042254,0.122116689,0.406560636,0.232704403,0.633093525,0.14992272,0.235263915,0.197969543,0.347305389,0.3,0.517241379,0.666666667,0.4,0.2,0.587859425,0.4,0.7,0.264705882,0.520273154,0.482758621,0.541666667,0.19047619,0.348484848,0.3125,0.5,0.181818182,0.272727273,0.235294118,0.4,0.112802646,0.314957381,0.300952381,0.285774588,0.058254426,0.113449973,0.088748019,0.217136958,0.029318862,0.039750372,0.064302418,0,0.163902937,0.304636609,0.326319692,0.18177021,0.210125314,0.446245925,0.242765419,0.669628929,0.020013839,0.018659508,0.012057593,0.271238485,0.194546867,0.259402322,0.259486393,0.108276416,0.136991177,0.219574412,0.309294058,0.055215253,0.081302322,0.137670645,0.11617815,0.193285468
As2Te3,1.76,1,As2Te3,2,"[['As', '2'], ['Te', '3']]",0.25,0.536823633,0.540229885,0.592592593,0.31466152,0.574142349,0.513995596,0.748783938,0.112458655,0.314180629,0.170616114,0.507042254,0.143826323,0.465606362,0.333333333,0.633093525,0.204018547,0.356130622,0.375634518,0.347305389,0.45,0.793103448,0.833333333,0.8,0.244444444,0.720127796,0.6,0.7,0.352941176,0.724455826,0.724137931,0.625,0.285714286,0.557575758,0.625,0.5,0.272727273,0.418181818,0.294117647,0.8,0.221262844,0.54288625,0.359428571,0.803855354,0.040757513,0.088190268,0.043845747,0.217136958,0.039211338,0.066712956,0.085998696,0,0.050289884,0.110536414,0.077710396,0.091872153,0.186568367,0.388874001,0.234490866,0.545534905,0.010965029,0.010235644,0.009007731,0.141248721,0.267859565,0.338089327,0.259486393,0.34712736,0.031222191,0.060713552,0.045200609,0.055215253,0.054524936,0.07593493,0.11617815,0.01994185
SrB6,3.68,1,SrB6,2,"[['Sr', 1], ['B', '6']]",0.113636364,0.07015418,0.379310345,0.074074074,0.192612918,0.177882526,0.338041149,0.471023618,0.188533627,0.247766945,0.625592417,0.316901408,0.175033921,0.288554388,0.691823899,0.388489209,0.173106646,0.098098759,0.45177665,0.137724551,0.15,0.320197044,0.333333333,0.2,0.155555556,0.241442264,0.6,0.3,0.176470588,0.105176514,0.586206897,0.041666667,0.095238095,0.04978355,0.3125,0,0.090909091,0.168831169,0.117647059,0.2,0.06844404,0.316843794,0.16152381,0.244547629,0.198641416,0.127930954,0.471737982,0.143152099,0.405470055,0.741246531,0.619726617,0.425306122,0.318740671,0.724970318,0.63129315,0.343439971,0.085745392,0.183518001,0.093416531,0.28798127,0.053600894,0.068341702,0.058798496,0.242579324,0.346659925,0.696312596,0.472978153,0.156287666,0.317790038,0.700162214,0.627983748,0.235613838,0.063794031,0.09805814,0.081290445,0.179951344
GaN,3.25,1,GaN,2,"[['Ga', 1], ['N', 1]]",0.097402597,0.195086283,0.298850575,0.111111111,0.175375354,0.271780249,0.259275348,0.484869221,0.062844542,0.199427871,0.232227488,0.098591549,0.056987788,0.263419483,0.232704403,0.287769784,0.080370943,0.108184432,0.197969543,0.077844311,0.2,0.344827586,0.333333333,0.4,0.111111111,0.367412141,0.4,0.3,0.147058824,0.284677764,0.413793103,0.125,0.095238095,0.174242424,0.3125,0,0.181818182,0.272727273,0.235294118,0.4,0.227751269,0.549808503,0.734571429,0.285774588,0.036023055,0.078020776,0.088748019,0.031314522,0.03677095,0.050315999,0.064302418,0.025787755,0.112800759,0.221301137,0.326319692,0.011974915,0.101742824,0.220745341,0.242765419,0.000120187,0.057912386,0.049354445,0.059507767,0.315250768,0.025847505,0.040747391,0.047623611,0.002812374,0.121908927,0.196577618,0.309294058,0.004037615,0.029833952,0.050518353,0.067335363,0.000112873
Cd3As2,0.24,1,Cd3As2,2,"[['Cd', '3'], ['As', '2']]",0.237012987,0.504533489,0.494252874,0.592592593,0.296852069,0.53152889,0.44714787,0.748783938,0.154355017,0.425991009,0.3507109,0.507042254,0.151967436,0.487077535,0.371069182,0.633093525,0.204018547,0.356130622,0.375634518,0.347305389,0.25,0.379310345,0.666666667,0.2,0.244444444,0.720127796,0.6,0.7,0.31372549,0.63021767,0.586206897,0.625,0.285714286,0.557575758,0.625,0.5,0.151515152,0.2,0.235294118,0.2,0.185740615,0.45579584,0.300952381,0.692275222,0.050020585,0.105904866,0.067617538,0.217136958,0.06368127,0.10834534,0.139666394,0,0.087153179,0.18267471,0.105878847,0.18177021,0.260138816,0.572558793,0.362090794,0.669628929,0.01250865,0.011735902,0.009007731,0.170931423,0.197629823,0.228857762,0.259486393,0.118320611,0.057705118,0.109169642,0.111325546,0.055215253,0.150305585,0.270559388,0.22316711,0.333293775
WO3,2.9,1,WO3,2,"[['W', 1], ['O', '3']]",0.24025974,0.269084528,0.793103448,0.12962963,0.31151659,0.347037562,0.761511307,0.493502457,0.116868798,0.141806293,0.502369668,0.042253521,0.104477612,0.224652087,0.48427673,0.251798561,0.276661515,0.576966523,0.593908629,0.371257485,0.3,0.344827586,0.833333333,0.2,0.2,0.367412141,0.8,0.3,0.264705882,0.323943662,0.793103448,0.166666667,0.228571429,0.209090909,0.75,0,0.181818182,0.363636364,0.294117647,0.2,0.253704966,0.74311063,0.650380952,0.554805122,0.056195965,0.053581192,0.144215531,0.019270475,0.434056446,0.310431441,0.93791455,0.022187755,0.346646327,0.301054313,0.995638433,0.014673896,0.356590225,0.369513303,0.850786761,0.000145299,0.0387502,0.050798659,0.050925598,0.07062436,0.206200441,0.135529828,0.329244921,0,0.398850779,0.310030277,1,0.005107411,0.175050546,0.148203857,0.395279787,0.000117874
EuYb2Se4,1.3,1,EuYb2Se4,3,"[['Eu', 1], ['Yb', '2'], ['Se', '4']]",0.516233766,0.591024945,0.747126437,0.611111111,0.550858533,0.619688773,0.71397984,0.766280424,0.464167585,0.490162882,0.682464455,0.429577465,0.480325645,0.584209032,0.710691824,0.64028777,0.320710974,0.272621248,0.363959391,0.299401198,0.5,0.640394089,0.833333333,0.4,0.555555556,0.77681424,0.8,0.7,0.617647059,0.733430888,0.793103448,0.666666667,0.476190476,0.497835498,0.625,0.5,0.242424242,0.298701299,0.294117647,0.2,0.255472241,0.34093978,0.295142857,0.24102997,0.338205023,0.246778099,0.440042261,0.191328286,0.310402257,0.240080408,0.27023727,0.2,0.242107967,0.244731707,0.228184443,0.197117275,0.306646256,0.406279916,0.291327546,0.524462335,0.017778251,0.010376063,0.008511242,0.093142272,0.127153445,0.098756252,0.082981985,0.104057855,0.173888282,0.128430149,0.207567293,0.044085929,0.055060484,0.04677614,0.090593833,0.003407536
Bi2Te2.4Se0.6,0.25,1,Bi2Te2.4Se0.6,3,"[['Bi', '2'], ['Te', '2.4'], ['Se', '0.6']]",0.522727273,0.776847031,0.896551724,0.611111111,0.56443092,0.797588824,0.872155627,0.766280424,0.257993385,0.359297098,0.265402844,0.429577465,0.345997286,0.521908549,0.396226415,0.64028777,0.350850077,0.425939618,0.406091371,0.299401198,0.75,0.793103448,0.833333333,0.8,0.511111111,0.870031949,0.8,0.7,0.62745098,0.884660691,0.896551724,0.666666667,0.571428571,0.794545455,0.9375,0.5,0.454545455,0.418181818,0.294117647,0.8,0.397283446,0.433966498,0.359428571,0.460953989,0.08913133,0.111416074,0.078182779,0.191328286,0.161241354,0.143712599,0.126817293,0.157877551,0.172089789,0.202755541,0.253445183,0.091872153,0.348794808,0.515872966,0.418972689,0.524462335,0.017086283,0.004372566,0.008511242,0.060388946,0.197383187,0.207279973,0.161556152,0.104057855,0.109303094,0.135736134,0.187404774,0.044085929,0.011804707,0.016300322,0.018492577,0.003407536
Ge0.3Si0.7,1,1,Ge0.3Si0.7,2,"[['Ge', '0.3'], ['Si', '0.7']]",0.123376623,0.200467973,0.310344828,0.240740741,0.195268096,0.269806921,0.271981213,0.545865709,0.111356119,0.29358398,0.180094787,0.485915493,0.108548168,0.366003976,0.220125786,0.575539568,0.108191654,0.144331485,0.152284264,0.239520958,0.3,0.517241379,0.5,0.6,0.155555556,0.433546326,0.4,0.5,0.205882353,0.355356381,0.448275862,0.333333333,0.095238095,0.104545455,0.3125,0,0.181818182,0.272727273,0.176470588,0.6,0.118533667,0.331680142,0.148,0.54368932,0.053108275,0.102624385,0.054410988,0.285960083,0.335407683,0.505298533,0.421829244,0.495102041,0.349924611,0.600894649,0.484789945,0.616533624,0.134887116,0.242498704,0.216540061,0.272762192,0.037685634,0.039680366,0.036101851,0.264073695,0.4948268,0.70732526,0.474894596,0.634993973,0.342706771,0.540994538,0.440071102,0.575532741,0.216219149,0.428909754,0.348762847,0.399964398
CuN3,4.17,1,CuN3,2,"[['Cu', 1], ['N', '3']]",0.090909091,0.107633811,0.275862069,0.111111111,0.16813268,0.199428385,0.232089989,0.484869221,0.072767365,0.112382509,0.274881517,0.098591549,0.070556309,0.202286282,0.295597484,0.287769784,0.097372488,0.054528651,0.253807107,0.077844311,0.15,0.301724138,0.333333333,0.2,0.088888889,0.229632588,0.3,0.3,0.137254902,0.176696543,0.379310345,0.125,0.095238095,0.087121212,0.3125,0,0.121212121,0.272727273,0.235294118,0,0.269812416,0.80516332,0.734571429,0.520191361,0.034993825,0.038983051,0.086106709,0.031314522,0.1611812,0.118464128,0.337160212,0.025787755,0.150890911,0.140114445,0.435722321,0.011974915,0.158920064,0.1638686,0.379182492,0.000120187,0.058604354,0.06405525,0.059507767,0.328556807,0.071536915,0.049378506,0.118627827,0.002812374,0.144283135,0.115472438,0.36515998,0.004037615,0.411926645,0.348755772,0.930224591,0.000112873
CdP4,1.05,1,CdP4,2,"[['Cd', 1], ['P', '4']]",0.178571429,0.230067271,0.494252874,0.259259259,0.245322234,0.29701306,0.44714787,0.558379158,0.136714443,0.271025746,0.3507109,0.394366197,0.13568521,0.370178926,0.371069182,0.54676259,0.173106646,0.177654549,0.375634518,0.22754491,0.25,0.586206897,0.666666667,0.2,0.2,0.455591054,0.6,0.5,0.254901961,0.394622279,0.586206897,0.375,0.19047619,0.139393939,0.625,0,0.151515152,0.309090909,0.235294118,0.2,0.202075286,0.541916515,0.362571429,0.692275222,0.045491972,0.072050301,0.067617538,0.17928424,0.101100946,0.113728827,0.139666394,0.129489796,0.066156141,0.115094199,0.105878847,0.112004137,0.18637885,0.237995698,0.362090794,0.213993135,0.035982328,0.045534822,0.040286545,0.170931423,0.030656916,0.020751973,0.052414718,0.008437123,0.047509598,0.042347131,0.111325546,0.020619446,0.099053669,0.067524921,0.22316711,0.00151409
MnI2,4.4,1,MnI2,2,"[['Mn', 1], ['I', '2']]",0.227272727,0.5269572,0.551724138,0.444444444,0.290414836,0.557248405,0.510934526,0.66220488,0.155457552,0.367797303,0.3507109,0.514084507,0.172320217,0.516898608,0.339622642,0.776978417,0.375579598,0.811357568,1,0.275449102,0.45,0.862068966,1,0.6,0.244444444,0.734824281,0.6,0.7,0.333333333,0.729691279,0.75862069,0.5,0.238095238,0.522727273,0.625,0.25,0.212121212,0.393939394,0.352941176,0.2,0.128152693,0.372419307,0.226857143,0.480793584,0.073692878,0.122744669,0.11251981,0.268754301,0.257772913,0.319382736,0.378369429,0.295020408,0.197880365,0.321833718,0.351762164,0.265233013,0.246455698,0.507902671,0.305932357,0.730505242,0.031138553,0.026951164,0.01971771,0.374616172,0.118706145,0.146798229,0.120352626,0.15287264,0.112811777,0.131249459,0.263585576,0.035285998,0.008332916,0.009895154,0.017794823,0.002934174
InSb,0.24,1,InSb,2,"[['In', 1], ['Sb', 1]]",0.298701299,0.6121673,0.528735632,0.888888889,0.354589923,0.629125766,0.488280193,0.921635874,0.169790518,0.437270127,0.327014218,0.64084507,0.176390773,0.52584493,0.358490566,0.776978417,0.205564142,0.336927501,0.289340102,0.45508982,0.3,0.517241379,0.666666667,0.4,0.288888889,0.808306709,0.6,0.9,0.382352941,0.755868545,0.689655172,0.791666667,0.380952381,0.696969697,0.625,1,0.181818182,0.272727273,0.235294118,0.4,0.079022444,0.245941171,0.193047619,0.256929788,0.086043639,0.157736468,0.11780243,0.354783207,0.15089477,0.212121607,0.219764386,0.175420408,0.234641791,0.419994817,0.342675567,0.397890514,0.254491213,0.538553605,0.305028034,0.782484249,0.006227711,0.007493793,0.002269665,0.147389969,0.131592902,0.177806311,0.184074358,0.061269586,0.138730264,0.222226099,0.269768918,0.114830472,0.109109607,0.184757208,0.190605253,0.159950157
TmAs,1.18,1,TmAs,2,"[['Tm', 1], ['As', 1]]",0.305194805,0.625621527,0.735632184,0.592592593,0.363126828,0.646147957,0.695910005,0.748783938,0.221609702,0.552513282,0.639810427,0.507042254,0.214382632,0.609343936,0.660377358,0.633093525,0.188408037,0.305581228,0.324365482,0.347305389,0.3,0.517241379,0.666666667,0.4,0.288888889,0.808306709,0.8,0.7,0.37254902,0.736235595,0.793103448,0.625,0.285714286,0.522727273,0.625,0.5,0.151515152,0.227272727,0.235294118,0.2,0.117145093,0.32382942,0.300952381,0.30997608,0.153972828,0.265992346,0.334389857,0.217136958,0.208021552,0.293116388,0.456234931,0,0.148084768,0.278840945,0.280886706,0.18177021,0.275110649,0.581454398,0.397811539,0.669628929,0.008782669,0.009563115,0.009007731,0.099283521,0.263543427,0.348830271,0.259486393,0.333065488,0.13245023,0.212650563,0.297955815,0.055215253,0.068943529,0.116743284,0.11617815,0.113280721
