Compound,Number of Elements,Elements+Coeff,At no._sum,At no._wt_avg,At no._maximum,At no._minimum,At wt._sum,At wt._wt_avg,At wt._maximum,At wt._minimum,At Rad_sum,At Rad_wt_avg,At Rad_maximum,At Rad_minimum,Cov Rad_sum,Cov Rad_wt_avg,Cov Rad_maximum,Cov Rad_minimum,Ion Rad_sum,Ion Rad_wt_avg,Ion Rad_maximum,Ion Rad_minimum,No of val e-_sum,No of val e-_wt_avg,No of val e-_maximum,No of val e-_minimum,s e-_sum,s e-_wt_avg,s e-_maximum,s e-_minimum,p e-_sum,p e-_wt_avg,p e-_maximum,p e-_minimum,d e-_sum,d e-_wt_avg,d e-_maximum,d e-_minimum,outer shell e-_sum,outer shell e-_wt_avg,outer shell e-_maximum,outer shell e-_minimum,first IE_sum,first IE_wt_avg,first IE_maximum,first IE_minimum,polarizability_sum,polarizability_wt_avg,polarizability_maximum,polarizability_minimum,MP_sum,MP_wt_avg,MP_maximum,MP_minimum,BP_sum,BP_wt_avg,BP_maximum,BP_minimum,density_sum,density_wt_avg,density_maximum,density_minimum,specific heat_sum,specific heat_wt_avg,specific heat_maximum,specific heat_minimum,heat fusion_sum,heat fusion_wt_avg,heat fusion_maximum,heat fusion_minimum,heat vap_sum,heat vap_wt_avg,heat vap_maximum,heat vap_minimum,ther cond_sum,ther cond_wt_avg,ther cond_maximum,ther cond_minimum,Eg (eV)
Bi2Te2.4Se0.6,3,"[['Bi', '2'], ['Te', '2.4'], ['Se', '0.6']]",169,62.24,83,34,415.54037,154.315348,208.98037,78.96,369,128.6,143,103,406,139.84,148,120,2.5,0.9376,1.03,0.5,17,5.6,6,5,30,10.56,12,8,65,23.28,27,16,60,22.8,30,10,17,5.6,6,5,2652.6,878.26,1008.4,703.3,113,40.88,50,26,1421.39,462.3,544.59,386.8,3267.39,1075.3072,1852,457.39,18.94,6.6944,9.8,4.48,644,183.8,321,122,33.79,13.404,17.5,5.4,234,90.16,160,26,11.52,4.7024,8,0.52,0.25
Ge0.3Si0.7,2,"[['Ge', '0.3'], ['Si', '0.7']]",46,19.4,32,14,100.6955,41.44285,72.61,28.0855,236,115.2,125,111,231,113.7,120,111,0.93,0.439,0.53,0.4,8,4,4,4,14,6.6,8,6,22,9.8,14,8,10,3,10,0,8,4,4,4,1548.5,779.11,786.4,762.1,78,38.2,41,37,2898,1543.4,1685,1213,6078,3004.6,3125,2953,7.653,3.2279,5.323,2.33,1031,593.3,710,321,82.03,44.689,50.2,31.83,693,351.5,359,334,210,123,150,60,1
CuN3,2,"[['Cu', 1], ['N', '3']]",36,12.5,29,7,77.55274,26.391555,63.546,14.00674,201,78.25,145,56,203,86.25,132,71,0.86,0.28,0.73,0.13,5,2.75,3,2,11,4.75,7,4,15,5.25,12,3,10,2.5,10,0,6,4,5,1,2147.7,1238.075,1402.3,745.4,60.4,18.8,53,7.4,1420.88,386.81,1357.7,63.18,2932.35,771.7625,2855,77.35,8.9211165,2.230837375,8.92,0.0011165,1424,876,1040,384,13.38,3.525,13.02,0.36,302.79,77.0925,300,2.79,400.02583,100.0193725,400,0.02583,4.17
CdP4,2,"[['Cd', 1], ['P', '4']]",63,21.6,48,15,143.384762,47.2612096,112.411,30.973762,259,110.6,161,98,251,114.4,144,107,1.35,0.498,0.97,0.38,7,4.4,5,2,16,6.8,10,6,27,10.8,18,9,20,4,20,0,7,4.4,5,2,1879.4,982.9,1011.7,867.7,70.6,28.88,46,24.6,911.51,372.652,594.26,317.25,1593.15,650.52,1040,553.15,10.37,3.1708,8.542,1.828,999,661.2,769,230,6.75,1.734,6.11,0.64,112.48,29.936,100.08,12.4,96.236,19.3888,96,0.236,1.05
MnI2,2,"[['Mn', 1], ['I', '2']]",78,43.66666667,53,25,181.84252,102.9156633,126.90447,54.93805,276,130.3333333,161,115,278,139,139,139,2.66,1.62,2.2,0.46,11,6,7,4,18,9.333333333,10,8,35,19.33333333,23,12,25,15,20,5,9,5.333333333,7,2,1586.6,818.6,869.2,717.4,98,44.33333333,63,35,2239.8,987.5333333,1517,722.8,3675,1652.333333,2393,1282,13.54,6.593333333,7.3,6.24,908,445.6666667,479,429,21.03,9.62,13.2,7.83,240.9,87.26666667,220,20.9,8.149,2.866,7.7,0.449,4.4
InSb,2,"[['In', 1], ['Sb', 1]]",100,50,51,49,236.575,118.2875,121.757,114.818,289,144.5,156,133,281,140.5,142,139,1.56,0.78,0.8,0.76,8,4,5,3,20,10,10,10,40,20,21,19,40,20,20,20,8,4,5,3,1392,696,833.7,558.3,110,55,65,45,1333.67,666.835,903.89,429.78,4256,2128,2343,1913,13.964,6.982,7.28,6.684,440,220,233,207,23.12,11.56,19.85,3.27,291.87,145.935,224.87,67,106,53,82,24,0.24
TmAs,2,"[['Tm', 1], ['As', 1]]",102,51,69,33,243.8558,121.9279,168.93421,74.92159,336,168,222,114,309,154.5,190,119,1.449,0.7245,0.869,0.58,8,4,5,3,20,10,12,8,39,19.5,24,15,30,15,20,10,7,3.5,5,2,1543,771.5,947,596,176,88,147,29,1818,909,1818,0,2888,1444,2003,885,15.052,7.526,9.332,5.72,488,244,328,160,44.52,22.26,27.72,16.8,279.52,139.76,247.07,32.45,67,33.5,50,17,1.18
CdS,2,"[['Cd', 1], ['S', 1]]",64,32,48,16,144.477,72.2385,112.411,32.066,248,124,161,87,249,124.5,144,105,1.34,0.67,0.97,0.37,8,4,6,2,16,8,10,6,28,14,18,10,20,10,20,0,8,4,6,2,1867.28,933.64,999.58,867.7,65.6,32.8,46,19.6,982.62,491.31,594.26,388.36,1757.824,878.912,1040,717.824,10.499,5.2495,8.542,1.957,935,467.5,705,230,7.84,3.92,6.11,1.73,109.88,54.94,100.08,9.8,96.205,48.1025,96,0.205,2.6
Ga0.3As0.3Zn0.7Se0.7,4,"[['Ga', '0.3'], ['As', '0.3'], ['Zn', '0.7'], ['Se', '0.7']]",128,32,34,30,288.99459,72.2191885,78.96,65.39,495,123.25,142,103,483,120.85,122,119,2.44,0.614,0.74,0.5,16,4,6,2,32,8,8,8,56,14,16,12,40,10,10,10,16,4,6,2,3373.1,875.425,947,578.8,148,35.2,54,26,1485.73,459.4195,692.8,0,5280,1220.4,2253,885,23.203,5.79645,7.1,4.48,1408,353,388,321,46.1,9.469,27.72,5.4,433.45,94.0175,256,26,199.52,54.032,120,0.52,1.93
Cd4GdB3O10,4,"[['Cd', '4'], ['Gd', 1], ['B', '3'], ['O', '10']]",125,19.5,64,5,296.4714,44.40672222,157.25,10.811,529,89.88888889,233,48,491,93.72222222,196,66,3.538,1.083777778,1.4,0.23,10,2.222222222,3,2,30,5.777777778,12,4,47,7.722222222,24,1,41,5.611111111,21,0,13,4.388888889,6,2,3574.2,1089.088889,1313.9,592,231.4,25.78888889,159,6,4677.62,658.3133333,2450,54.36,8334.338,1118.240556,3931.15,90.188,18.898331,2.747572778,8.542,0.001331,2419,746.6666667,1030,230,66.33,10.36888889,50,0.22,912,125.385,507,3.41,134.02658,26.45921111,96,0.02658,3.8
Cd3P2,2,"[['Cd', '3'], ['P', '2']]",63,34.8,48,15,143.384762,79.8361048,112.411,30.973762,259,135.8,161,98,251,129.2,144,107,1.35,0.734,0.97,0.38,7,3.2,5,2,16,8.4,10,6,27,14.4,18,9,20,12,20,0,7,3.2,5,2,1879.4,925.3,1011.7,867.7,70.6,37.44,46,24.6,911.51,483.456,594.26,317.25,1593.15,845.26,1040,553.15,10.37,5.8564,8.542,1.828,999,445.6,769,230,6.75,3.922,6.11,0.64,112.48,65.008,100.08,12.4,96.236,57.6944,96,0.236,0.54
SmAs,2,"[['Sm', 1], ['As', 1]]",95,47.5,62,33,225.28159,112.640795,150.36,74.92159,352,176,238,114,317,158.5,198,119,1.544,0.772,0.964,0.58,8,4,5,3,20,10,12,8,39,19.5,24,15,30,15,20,10,7,3.5,5,2,1490,745,947,543,223,111.5,194,29,1345.3,672.65,1345.3,0,2961,1480.5,2076,885,13.256,6.628,7.536,5.72,524,262,328,196,36.22,18.11,27.72,8.5,207.45,103.725,175,32.45,63,31.5,50,13,1.03
RbSbS2,3,"[['Rb', 1], ['Sb', 1], ['S', '2']]",104,30,51,16,239.2908,67.8392,121.757,32.066,485,143,265,87,464,142.25,220,105,2.65,0.755,1.52,0.37,12,4.5,6,1,25,7.75,10,6,49,14.75,21,10,30,7.5,20,0,12,4.5,6,1,2236.28,808.965,999.58,403,382.6,100.55,318,19.6,1604.25,498.1525,903.89,312,3597.824,1078.912,1913,717.824,10.171,3.032,6.684,1.53,1276,495.25,705,207,23.77,6.375,19.85,1.73,147.8,39.4,71,9.8,82.205,20.6025,58,0.205,2.1
Na5GdMo4O16,4,"[['Na', '5'], ['Gd', 1], ['Mo', '4'], ['O', '16']]",125,15.96153846,64,8,292.179168,35.07497077,157.25,15.9994,661,104.2692308,233,48,582,103.7692308,196,66,4.008,1.193769231,1.4,0.65,12,2.461538462,6,1,30,5.269230769,12,4,52,7.307692308,24,4,36,3.115384615,21,0,10,4.115384615,6,1,3086.6,1032.038462,1313.9,495.8,413,54.19230769,162,6,4887.31,609.0580769,2883,54.36,9436.738,1160.183,4919,90.188,19.067331,2.060434462,10.2,0.001331,2640,849.9230769,1230,240,48.82,6.558461538,36,0.22,1002.62,124.7911538,600,3.41,150.07568,21.83349154,139,0.02658,3.38
Sr2V2Se3O15,4,"[['Sr', '2'], ['V', '2'], ['Se', '3'], ['O', '15']]",103,15.63636364,38,8,233.5209,34.27245455,87.62,15.9994,541,82.22727273,219,48,534,93,195,66,3.61,1.178181818,1.4,0.5,15,2.818181818,6,2,30,5.454545455,10,4,50,7.636363636,18,4,23,2.545454545,10,0,16,5.272727273,6,2,3454.3,1133.190909,1313.9,549.5,315,33.36363636,199,6,3776.36,397.7,2190,54.36,6384.188,677.2190909,3682,90.188,13.181331,1.402725682,6.1,0.001331,2029,742.0909091,919,300,36.42,3.686363636,22.8,0.22,619.41,59.50681818,453,3.41,66.54658,6.089031818,35,0.02658,2.96
UP2S7,3,"[['U', 1], ['P', '2'], ['S', '7']]",123,23.4,92,15,301.068662,52.4438424,238.0289,30.973762,360,98,175,87,408,114.5,196,105,1.27,0.387,0.52,0.37,17,5.8,6,5,26,6.8,14,6,49,11.8,30,9,31,3.1,31,0,13,5.4,6,2,2595.28,960.446,1011.7,584,196.2,33.84,152,19.6,2108.61,475.602,1403,317.25,5470.974,1033.1068,4200,553.15,22.835,3.6405,19.05,1.828,1590,658.9,769,116,16.37,2.739,14,0.64,442.2,51.34,420,9.8,27.441,2.8907,27,0.205,1.41
GaAs,2,"[['Ga', 1], ['As', 1]]",64,32,33,31,144.64459,72.322295,74.92159,69.723,250,125,136,114,241,120.5,122,119,1.2,0.6,0.62,0.58,8,4,5,3,16,8,8,8,28,14,15,13,20,10,10,10,8,4,5,3,1525.8,762.9,947,578.8,83,41.5,54,29,302.93,151.465,302.93,0,3138,1569,2253,885,11.623,5.8115,5.903,5.72,699,349.5,371,328,33.33,16.665,27.72,5.61,288.45,144.225,256,32.45,79,39.5,50,29,1.51
TaON,3,"[['Ta', 1], ['O', 1], ['N', 1]]",88,29.33333333,73,7,210.95404,70.31801333,180.9479,14.00674,304,101.3333333,200,48,307,102.3333333,170,66,2.17,0.723333333,1.4,0.13,10,3.333333333,5,2,20,6.666666667,12,4,31,10.33333333,24,3,23,7.666666667,23,0,13,4.333333333,6,2,3477.2,1159.066667,1402.3,761,101.4,33.8,88,6,3375.54,1125.18,3258,54.36,5953.538,1984.512667,5786,77.35,15.5024475,5.1674825,15.5,0.0011165,2099,699.6666667,1040,140,36.58,12.19333333,36,0.22,742.2,247.4,736,2.79,57.05241,19.01747,57,0.02583,2.8
RbBr,2,"[['Rb', 1], ['Br', 1]]",72,36,37,35,165.3718,82.6859,85.4678,79.904,359,179.5,265,94,340,170,220,120,3.48,1.74,1.96,1.52,6,3,5,1,17,8.5,9,8,35,17.5,18,17,20,10,10,10,8,4,7,1,1542.9,771.45,1139.9,403,339.9,169.95,318,21.9,577.9,288.95,312,265.9,1298.91,649.455,967,331.91,4.6328,2.3164,3.1028,1.53,1311,655.5,947,364,7.99,3.995,5.8,2.19,85.99,42.995,71,14.99,58.12,29.06,58,0.12,7.65
PdSe2,2,"[['Pd', 1], ['Se', '2']]",80,38,46,34,185.38,88.11333333,106.42,78.96,272,125,169,103,259,126.3333333,139,120,1.36,0.62,0.86,0.5,10,5.333333333,6,4,16,8,8,8,34,16.66666667,18,16,30,13.33333333,20,10,24,10,18,6,1745.9,895.6,940.9,805,58,28,32,26,2317,935.6666667,1827,490,4171,1709.666667,3213,958,16.503,6.994333333,12.023,4.48,561,294,321,240,22.15,9.183333333,16.75,5.4,406,144,380,26,71.52,24.01333333,71,0.52,0.4
Ba3EuP3O12,4,"[['Ba', '3'], ['Eu', 1], ['P', '3'], ['O', '12']]",142,19.57894737,63,8,336.265162,44.67684663,151.965,15.9994,630,97.89473684,253,48,586,102.9473684,215,66,4.077,1.207210526,1.4,0.38,12,2.526315789,5,2,34,6,12,4,61,9,24,4,40,4.210526316,20,0,15,5,6,2,3375.5,1097.768421,1313.9,502.9,479.6,58.88421053,262,6,2468.91,299.8931579,1099,54.36,4478.538,569.5424211,2122.2,90.188,10.678331,1.133103789,5.259,0.001331,2075,743.7894737,919,182,18.16,1.992631579,9.3,0.22,331.69,35.47368421,175.88,3.41,32.26258,3.632997895,18,0.02658,4.09
RbBr,2,"[['Rb', 1], ['Br', 1]]",72,36,37,35,165.3718,82.6859,85.4678,79.904,359,179.5,265,94,340,170,220,120,3.48,1.74,1.96,1.52,6,3,5,1,17,8.5,9,8,35,17.5,18,17,20,10,10,10,8,4,7,1,1542.9,771.45,1139.9,403,339.9,169.95,318,21.9,577.9,288.95,312,265.9,1298.91,649.455,967,331.91,4.6328,2.3164,3.1028,1.53,1311,655.5,947,364,7.99,3.995,5.8,2.19,85.99,42.995,71,14.99,58.12,29.06,58,0.12,7.25
SbSeI,3,"[['Sb', 1], ['Se', 1], ['I', 1]]",138,46,53,34,327.62147,109.2071567,126.90447,78.96,351,117,133,103,398,132.6666667,139,120,3.46,1.153333333,2.2,0.5,18,6,7,5,28,9.333333333,10,8,60,20,23,16,50,16.66666667,20,10,18,6,7,5,2643.8,881.2666667,940.9,833.7,106,35.33333333,45,26,2116.69,705.5633333,903.89,490,4153,1384.333333,1913,958,17.404,5.801333333,6.684,4.48,957,319,429,207,33.08,11.02666667,19.85,5.4,113.9,37.96666667,67,20.9,24.969,8.323,24,0.449,1.66
KBiSe2,3,"[['K', 1], ['Bi', 1], ['Se', '2']]",136,42.5,83,19,327.03867,101.4996675,208.98037,39.0983,489,148,243,103,471,147.75,203,120,2.91,0.8525,1.38,0.5,12,4.5,6,1,27,8.75,12,7,55,17.75,27,12,40,12.5,30,0,12,4.5,6,1,2063,750.975,940.9,418.8,365,97.75,289,26,1371.49,465.3725,544.59,336.9,3848.7,1201.675,1852,958,15.15,4.9075,9.8,0.87,1200,380.25,757,122,18.59,5.9975,10.89,2.3,262.9,72.225,160,26,108.52,27.26,100,0.52,0.7
Bi0.4Te3Sb1.6,3,"[['Bi', '0.4'], ['Te', '3'], ['Sb', '1.6']]",186,54.16,83,51,458.33737,132.2406696,208.98037,121.757,399,127.8,143,123,425,139.12,148,138,2.76,0.9076,1.03,0.76,16,5.6,6,5,32,10.16,12,10,70,22.08,27,21,70,20.8,30,20,16,5.6,6,5,2545.4,928.088,1008.4,703.3,132,40.6,50,37,1835.28,564.892,903.89,386.8,4222.39,1034.754,1913,457.39,21.144,5.71888,9.8,4.66,530,196.6,207,122,48.24,17.7232,19.85,10.89,275,63.04,160,48,35,10.12,24,3,0.21
Na2TeSe3,3,"[['Na', '2'], ['Te', 1], ['Se', '3']]",97,29.33333333,52,11,229.549768,68.40992267,127.6,22.989768,416,135.3333333,190,103,424,138.3333333,166,120,2.49,0.751666667,1.02,0.5,13,4.333333333,6,1,23,7.333333333,10,5,44,13.66666667,22,6,30,8.333333333,20,0,13,4.333333333,6,1,2445.1,803.7833333,1008.4,495.8,225,73.16666667,162,26,1247.75,433.1166667,490,370.95,2569.94,940.0816667,1154.55,457.39,10.111,3.340333333,4.66,0.971,1752,604,1230,201,25.5,6.483333333,17.5,2.6,171.7,53.56666667,97.7,26,3.5691,0.776366667,3,0.0491,1.95
Tl2Te3,2,"[['Tl', '2'], ['Te', '3']]",133,63.6,81,52,331.9833,158.31332,204.3833,127.6,279,136.2,156,123,283,140.8,145,138,2.47,1.182,1.5,0.97,9,4.8,6,3,22,10.8,12,10,47,23.2,25,22,50,24,30,20,9,4.8,6,3,1597.7,840.76,1008.4,589.3,83,40.6,46,37,963.1,462.6,576.3,386.8,2217.39,978.434,1760,457.39,16.46,7.516,11.8,4.66,330,172.2,201,129,21.77,12.208,17.5,4.27,210.48,93.792,162.48,48,49,20.2,46,3,0.69
Al0.74Gd3Si0.7S7,4,"[['Al', '0.74'], ['Gd', '3'], ['Si', '0.7'], ['S', '7']]",107,28.27097902,64,13,244.383039,64.32152001,157.25,26.981539,549,128.7604895,233,87,533,130.2657343,196,105,2.243,0.53145979,0.938,0.37,16,4.896853147,6,3,30,7.573426573,12,6,49,13.3548951,24,7,21,5.506993007,21,0,15,4.634615385,6,2,2955.58,852.356993,999.58,577.6,271.6,59.57517483,159,19.6,4585.88,815.1944755,1685,388.36,9663.824,1654.166783,3273,717.824,14.8804,3.584948951,7.895,1.957,2559,596.2377622,904,240,72.61,7.443461538,50.2,1.73,963.31,125.9833916,359,9.8,396.205,27.38942308,235,0.205,2.34
CsTbZnTe3,4,"[['Cs', 1], ['Tb', 1], ['Zn', 1], ['Te', '3']]",202,51,65,30,484.82077,123.336795,158.92534,65.39,788,172.3333333,298,123,698,162.3333333,244,122,4.303,1.0405,1.67,0.74,12,4,6,1,41,10.16666667,12,8,82,21,24,12,70,18.33333333,20,10,11,3.833333333,6,1,2854.5,811.8833333,1008.4,375.7,647,120.1666667,399,37,3010.6,630.7,1629,302,5666.09,1096.811667,3073,457.39,21.9105,5.205083333,8.272,1.8785,1013,235.8333333,388,182,37.76,12.12666667,17.5,2.09,524.13,103.355,293.13,48,170,29.33333333,120,3,2.12
BaB6,2,"[['Ba', 1], ['B', '6']]",61,12.28571429,56,5,148.138,28.88471429,137.327,10.811,340,110.7142857,253,87,300,103.5714286,215,85,1.58,0.39,1.35,0.23,5,2.857142857,3,2,16,5.142857143,12,4,25,4.285714286,24,1,20,2.857142857,20,0,5,2.857142857,3,2,1303.5,758.0714286,800.6,502.9,282.4,54.91428571,262,20.4,3448.3,2242.614286,2450,998.3,6053.35,3672.728571,3931.15,2122.2,6.05,2.621428571,3.59,2.46,1235,912.1428571,1030,205,58,44,50,8,647,454.5714286,507,140,45,25.71428571,27,18,2.64
La5In3S9O3,4,"[['La', '5'], ['In', '3'], ['S', '9'], ['O', '3']]",130,30,57,8,301.7889,68.778685,138.9055,15.9994,486,118.5,195,48,520,130.2,207,66,3.631,0.76175,1.4,0.37,14,4.2,6,2,32,7.8,12,4,57,13.95,24,4,41,8.25,21,0,17,4.55,6,2,3409.88,865.166,1313.9,538.1,300.6,71.97,210,6,2065.5,545.633,1193,54.36,6894.012,1623.749,3743,90.188,15.412331,3.51634965,7.28,0.001331,2052,538.8,919,195,11.5,2.872,6.28,0.22,638.08,138.652,400,3.41,95.23158,15.646237,82,0.02658,2.6
PbN6,2,"[['Pb', 1], ['N', '6']]",89,17.71428571,82,7,221.20674,41.60577714,207.2,14.00674,210,70,154,56,217,81.71428571,146,71,1.32,0.281428571,1.19,0.13,7,3.142857143,4,3,16,5.142857143,12,4,29,6.285714286,26,3,30,4.285714286,30,0,9,4.857142857,5,4,2117.8,1304.185714,1402.3,715.5,57.4,13.48571429,50,7.4,663.83,139.9614286,600.65,63.18,2101.35,355.4428571,2024,77.35,11.3411165,1.620957,11.34,0.0011165,1167,909.5714286,1040,127,5.13,0.99,4.77,0.36,179.51,27.63714286,176.72,2.79,35.02583,5.02214,35,0.02583,3.02
GaN,2,"[['Ga', 1], ['N', 1]]",38,19,31,7,83.72974,41.86487,69.723,14.00674,192,96,136,56,193,96.5,122,71,0.75,0.375,0.62,0.13,6,3,3,3,12,6,8,4,16,8,13,3,10,5,10,0,8,4,5,3,1981.1,990.55,1402.3,578.8,61.4,30.7,54,7.4,366.11,183.055,302.93,63.18,2330.35,1165.175,2253,77.35,5.9041165,2.95205825,5.903,0.0011165,1411,705.5,1040,371,5.97,2.985,5.61,0.36,258.79,129.395,256,2.79,29.02583,14.512915,29,0.02583,3.24
CaO,2,"[['Ca', 1], ['O', 1]]",28,14,20,8,56.0774,28.0387,40.078,15.9994,242,121,194,48,242,121,176,66,2.39,1.195,1.4,0.99,4,2,2,2,12,6,8,4,16,8,12,4,0,0,0,0,8,4,6,2,1903.7,951.85,1313.9,589.8,166,83,160,6,1177.36,588.68,1123,54.36,1847.338,923.669,1757.15,90.188,1.551331,0.7756655,1.55,0.001331,1550,775,919,631,8.76,4.38,8.54,0.22,157.26,78.63,153.85,3.41,200.02658,100.01329,200,0.02658,6.97
Na2S,2,"[['Na', '2'], ['S', 1]]",27,12.66666667,16,11,55.055768,26.01517867,32.066,22.989768,277,155.6666667,190,87,271,145.6666667,166,105,1.39,0.803333333,1.02,0.37,7,2.666666667,6,1,11,5.333333333,6,5,16,7.333333333,10,6,0,0,0,0,7,2.666666667,6,1,1495.38,663.7266667,999.58,495.8,181.6,114.5333333,162,19.6,759.31,376.7533333,388.36,370.95,1872.374,1008.974667,1154.55,717.824,2.928,1.299666667,1.957,0.971,1935,1055,1230,705,4.33,2.31,2.6,1.73,107.5,68.4,97.7,9.8,0.2541,0.101066667,0.205,0.0491,2.4
Rb2Cd3Te4,3,"[['Rb', '2'], ['Cd', '3'], ['Te', '4']]",137,47.33333333,52,37,325.4788,113.1742889,127.6,85.4678,549,167.2222222,265,123,502,158.2222222,220,138,3.46,1.092222222,1.52,0.97,9,3.555555556,6,1,29,9.777777778,10,9,58,19.77777778,22,18,50,17.77777778,20,10,9,3.555555556,6,1,2279.1,826.9666667,1008.4,403,401,102.4444444,318,37,1293.06,439.3311111,594.26,312,2464.39,764.84,1040,457.39,14.732,5.258444444,8.542,1.53,795,246.8888889,364,201,25.8,10.30111111,17.5,2.19,219.08,70.47111111,100.08,48,157,46.22222222,96,3,2.3
AgI,2,"[['Ag', 1], ['I', 1]]",100,50,53,47,234.77267,117.386335,126.90447,107.8682,280,140,165,115,284,142,145,139,3.46,1.73,2.2,1.26,8,4,7,1,19,9.5,10,9,41,20.5,23,18,40,20,20,20,8,4,7,1,1600.2,800.1,869.2,731,87,43.5,52,35,1957.88,978.94,1235.08,722.8,3719,1859.5,2437,1282,16.74,8.37,10.5,6.24,664,332,429,235,19.14,9.57,11.31,7.83,275.09,137.545,254.19,20.9,430.449,215.2245,430,0.449,2.8
CdSe,2,"[['Cd', 1], ['Se', 1]]",82,41,48,34,191.371,95.6855,112.411,78.96,264,132,161,103,264,132,144,120,1.47,0.735,0.97,0.5,8,4,6,2,18,9,10,8,34,17,18,16,30,15,20,10,8,4,6,2,1808.6,904.3,940.9,867.7,72,36,46,26,1084.26,542.13,594.26,490,1998,999,1040,958,13.022,6.511,8.542,4.48,551,275.5,321,230,11.51,5.755,6.11,5.4,126.08,63.04,100.08,26,96.52,48.26,96,0.52,1.84
SnSe,2,"[['Sn', 1], ['Se', 1]]",84,42,50,34,197.67,98.835,118.71,78.96,248,124,145,103,259,129.5,139,120,1.19,0.595,0.69,0.5,10,5,6,4,18,9,10,8,36,18,20,16,30,15,20,10,10,5,6,4,1649.5,824.75,940.9,708.6,78,39,52,26,995.12,497.56,505.12,490,3854,1927,2896,958,11.76,5.88,7.28,4.48,538,269,321,217,12.6,6.3,7.2,5.4,319.13,159.565,293.13,26,67.52,33.76,67,0.52,1.2
Rb2BaNb2Se11,4,"[['Rb', '2'], ['Ba', 1], ['Nb', '2'], ['Se', '11']]",168,36.625,56,34,394.66118,85.16471,137.327,78.96,819,144.5,265,103,719,143.9375,220,120,4.06,0.704375,1.52,0.5,14,5,6,1,38,8.5,12,8,76,17,24,16,54,11.125,20,10,10,4.5,6,1,2510.8,811.675,940.9,403,712,87.25,318,26,4550.3,782.01875,2750,312,9183.2,1554.1375,5136,958,18.17,4.566875,8.57,1.53,1155,312.125,364,205,42.39,7.83625,26.8,2.19,927,121.75,690,26,130.52,15.4825,58,0.52,1.53
TaZrN3,3,"[['Ta', 1], ['Zr', 1], ['N', '3']]",120,26.8,73,7,286.17864,62.838424,180.9479,14.00674,462,114.8,206,56,416,111.6,175,71,1.49,0.35,0.72,0.13,12,3.6,5,3,26,6.8,12,4,45,10.2,24,3,35,7,23,0,9,3.8,5,2,2823.3,1125.58,1402.3,660,216.4,46.24,121,7.4,5446.18,1114.508,3258,63.18,10640.35,2159.01,5786,77.35,22.0211165,4.4046699,15.5,0.0011165,1458,707.6,1040,140,57.36,11.616,36,0.36,1318.79,264.874,736,2.79,80.02583,16.015498,57,0.02583,1.72
Ba3In2P4O16,4,"[['Ba', '3'], ['In', '2'], ['P', '4'], ['O', '16']]",128,18.16,56,8,299.118162,40.86009792,137.327,15.9994,555,89.24,253,48,530,96.52,215,66,3.93,1.1828,1.4,0.38,12,2.56,5,2,32,5.76,12,4,56,8.4,24,4,40,4,20,0,16,5.12,6,2,3386.8,1107.78,1313.9,502.9,357.6,44.416,262,6,1799.69,239.7288,998.3,54.36,5108.538,588.32832,2343,90.188,12.699331,1.30653184,7.28,0.001331,2126,754.44,919,205,12.13,1.4648,8,0.22,380.68,38.956,224.87,3.41,100.26258,8.7747712,82,0.02658,3.87
In0.2P0.2Ga0.8As0.8,4,"[['In', '0.2'], ['P', '0.2'], ['Ga', '0.8'], ['As', '0.8']]",128,32,49,15,290.436352,72.4370122,114.818,30.973762,504,125.4,156,98,490,121.3,142,107,2.38,0.598,0.8,0.38,16,4,5,3,32,8,10,6,56,14,19,9,40,10,20,0,16,4,5,3,3095.8,767.32,1011.7,558.3,172.6,42.16,65,24.6,1049.96,195.875,429.78,0,6034.15,1544.815,2343,553.15,20.731,5.56,7.28,1.828,1701,379.8,769,233,37.24,13.723,27.72,0.64,525.72,139.107,256,12.4,161.236,39.8236,82,0.236,1.58
RbTa3Te2O12,4,"[['Rb', 1], ['Ta', '3'], ['Te', '2'], ['O', '12']]",170,25.33333333,73,8,410.0151,59.75023889,180.9479,15.9994,636,93.72222222,265,48,594,99.88888889,220,66,4.53,1.232222222,1.52,0.64,14,2.888888889,6,1,35,6.277777778,12,4,68,10.11111111,24,4,53,6.611111111,23,0,15,5.055555556,6,1,3486.3,1137.2,1313.9,403,449,40.44444444,318,6,4011.16,639.5511111,3258,54.36,7300.578,1129.002,5786,90.188,21.691331,3.186998444,15.5,0.001331,1624,678.5555556,919,140,55.91,8.212777778,36,0.22,858.41,134.2177778,736,3.41,118.02658,13.07327556,58,0.02658,3.88
GaTe,2,"[['Ga', 1], ['Te', 1]]",83,41.5,52,31,197.323,98.6615,127.6,69.723,259,129.5,136,123,260,130,138,122,1.59,0.795,0.97,0.62,9,4.5,6,3,18,9,10,8,35,17.5,22,13,30,15,20,10,9,4.5,6,3,1587.2,793.6,1008.4,578.8,91,45.5,54,37,689.73,344.865,386.8,302.93,2710.39,1355.195,2253,457.39,10.563,5.2815,5.903,4.66,572,286,371,201,23.11,11.555,17.5,5.61,304,152,256,48,32,16,29,3,1.8
